"NAME","LATITUDE","LONGITUDE","CityName"
"Via Las Tablas - Cien Pesos",10.52241,-75.22133,"Repelon"
"0",10.503425,-75.276875,"Villa Nueva"
"Kilometro 1 Sincelejo - San Andres Sotavento",9.26791,-75.41597,"Sincelejo"
"Kilometro 2 Sincelejo - San Andres Sotavento",9.264865,-75.422795,"Sincelejo"
"Kilometro 3 Sincelejo - San Andres Sotavento",9.257905,-75.42937,"Sincelejo"
"Kilometro 4 Sincelejo - San Andres Sotavento",9.25399,-75.43702,"Sincelejo"
"Kilometro 5 Sincelejo - San Andres Sotavento",9.25034,-75.44228,"Sincelejo"
"Kilometro 6 Sincelejo - San Andres Sotavento",9.24909,-75.44938,"Sincelejo"
"Kilometro 7 Sincelejo - San Andres Sotavento",9.24096,-75.45153,"Sincelejo"
"Kilometro 8 Sincelejo - San Andres Sotavento",9.23525,-75.4499,"Sampues"
"Kilometro 9 Sincelejo - San Andres Sotavento",9.22725,-75.4523,"Sampues"
"Kilometro 10 Sincelejo - San Andres Sotavento",9.21954,-75.457385,"Sampues"
"Kilometro 11 Sincelejo - San Andres Sotavento",9.224255,-75.46122,"Sampues"
"Kilometro 12 Sincelejo - San Andres Sotavento",9.22294,-75.46743,"San Andres De Sotavento"
"Kilometro 12 San Andres Sotavento - Sincelejo",9.22132,-75.47422,"San Andres De Sotavento"
"Kilometro 11 San Andres Sotavento - Sincelejo",9.22682,-75.47747,"San Andres De Sotavento"
"Kilometro 10 San Andres Sotavento - Sincelejo",9.22161,-75.48262,"San Andres De Sotavento"
"Kilometro 9 San Andres Sotavento - Sincelejo",9.21832,-75.48494,"San Andres De Sotavento"
"Kilometro 8 San Andres Sotavento - Sincelejo",9.209075,-75.489585,"San Andres De Sotavento"
"Kilometro 7 San Andres Sotavento - Sincelejo",9.20243,-75.49432,"San Andres De Sotavento"
"Kilometro 6 San Andres Sotavento - Sincelejo",9.19626,-75.50116,"San Andres De Sotavento"
"Kilometro 5 San Andres Sotavento - Sincelejo",9.187145,-75.50525,"San Andres De Sotavento"
"Kilometro 4 San Andres Sotavento - Sincelejo",9.182335,-75.508855,"San Andres De Sotavento"
"Via La Vivienda",9.23049,-74.99916,"Since"
"Via El carmen - El Tolima",9.223045,-75.0058,"Since"
"Via El carmen - El Tolima",9.21706,-75.01062,"Since"
"Via El carmen - El Tolima",9.209146,-75.012705,"Since"
"Via El carmen - El Tolima",9.199829,-75.0131,"Galeras"
"Via El carmen - El Tolima",9.191895,-75.015567,"Galeras"
"El Tolima - La Nevada",9.185193,-75.016663,"Galeras"
"El Tolima - La Nevada",9.17783,-75.022326,"Galeras"
"Via La Tortolita",9.45359,-75.068114,"San Pedro"
"Via La Tortolita",9.447513,-75.062417,"San Pedro"
"Via Sincelejito - Pueblo Nuevo",9.44086,-74.97564,"San Pedro"
"Via Sincelejito - Pueblo Nuevo",9.435595,-74.97005,"San Pedro"
"Via Sincelejito - Pueblo Nuevo",9.43466,-74.96218,"San Pedro"
"Via Sincelejito - Pueblo Nuevo",9.43525,-74.951835,"San Pedro"
"Via Lomas Bajo Fria - Loma Los Mayales",9.46586,-74.94247,"San Pedro"
"Via Lomas Bajo Fria - Loma Los Mayales",9.459585,-74.94746,"San Pedro"
"Via Lomas Bajo Fria - Loma Los Mayales",9.45116,-74.95275,"San Pedro"
"Via Lomas Bajo Fria - Loma Los Mayales",9.443545,-74.95021,"San Pedro"
"Via Lomas Bajo Fria - Loma Los Mayales",9.43414,-74.94543,"Buenavista"
"Via Lomas Bajo Fria - Loma Los Mayales",9.428585,-74.94208,"Buenavista"
"Via Lomas Bajo Fria - Loma Los Mayales",9.41899,-74.93957,"Buenavista"
"Via Lomas Bajo Fria - Loma Los Mayales",9.411915,-74.935105,"Buenavista"
"Via Lomas Bajo Fria - Loma Los Mayales",9.404675,-74.931325,"Buenavista"
"Via Lomas Bajo Fria - Loma Los Mayales",9.39698,-74.92805,"Buenavista"
"Via Lomas Bajo Fria - Loma Los Mayales",9.39114,-74.92362,"Buenavista"
"Kilometro 1 Las Chinchas - Tacamochito",9.350405,-74.947185,"Buenavista"
"Kilometro 2 Las Chinchas - Tacamochito",9.35767,-74.94054,"Buenavista"
"Kilometro 3 Las Chinchas - Tacamochito",9.36138,-74.93637,"Magangue"
"Kilometro 4 Las Chinchas - Tacamochito",9.37048,-74.93044,"Buenavista"
"Kilometro 5 Las Chinchas - Tacamochito",9.378665,-74.928925,"Buenavista"
"Kilometro 6 Las Chinchas - Tacamochito",9.38591,-74.92328,"Buenavista"
"Kilometro 7 Las Chinchas - Tacamochito",9.39101,-74.91974,"Cordoba"
"Kilometro 8 Las Chinchas - Tacamochito",9.38983,-74.90996,"Magangue"
"Kilometro 9 Las Chinchas - Tacamochito",9.397205,-74.90324,"Cordoba"
"Kilometro 10 Las Chinchas - Tacamochito",9.40121,-74.89685,"Cordoba"
"Kilometro 10 Tacamochito - Las Chinchas",9.40335,-74.89144,"Cordoba"
"Kilometro 9 Tacamochito - Las Chinchas",9.40845,-74.88189,"Cordoba"
"Kilometro 8 Tacamochito - Las Chinchas",9.41164,-74.87462,"Cordoba"
"Kilometro 7 Tacamochito - Las Chinchas",9.41658,-74.869155,"Cordoba"
"Kilometro 6 Tacamochito - Las Chinchas",9.42414,-74.86138,"Cordoba"
"Kilometro 5 Tacamochito - Las Chinchas",9.427845,-74.85284,"Cordoba"
"Kilometro 4 Tacamochito - Las Chinchas",9.4326,-74.84758,"Cordoba"
"Kilometro 3 Tacamochito - Las Chinchas",9.43835,-74.841125,"Cordoba"
"Kilometro 2 Tacamochito - Las Chinchas",9.44198,-74.83372,"Cordoba"
"Kilometro 1 Tacamochito - Las Chinchas",9.448605,-74.82667,"Cordoba"
"Via Pueblo Nuevo - Santa Lucia",9.43532,-74.90172,"Cordoba"
"Via Pueblo Nuevo - Santa Lucia",9.43647,-74.8932,"Cordoba"
"Via Pueblo Nuevo - Santa Lucia",9.436405,-74.886185,"Cordoba"
"Via Pueblo Nuevo - Santa Lucia",9.440935,-74.87812,"Cordoba"
"Via Pueblo Nuevo - Santa Lucia",9.444155,-74.871585,"Cordoba"
"Via Pueblo Nuevo - Santa Lucia",9.44657,-74.8632,"Cordoba"
"Via Pueblo Nuevo - Santa Lucia",9.45037,-74.85711,"Cordoba"
"Via Pueblo Nuevo - Santa Lucia",9.45582,-74.8526,"Cordoba"
"Via Santa Lucia - Tacamochito",9.46363,-74.84941,"Cordoba"
"Via Santa Lucia - Tacamochito",9.46399,-74.84188,"Cordoba"
"Via Santa Lucia - Tacamochito",9.46135,-74.83391,"Cordoba"
"Via Santa Lucia - Tacamochito",9.456855,-74.83037,"Cordoba"
"Via Santa Lucia - Tacamochito",9.45474,-74.82389,"Cordoba"
"Via Santa Lucia - Tacamochito",9.45371,-74.81911,"Cordoba"
"Via Tacamochito - Tacamocho",9.45768,-74.81716,"Cordoba"
"Via Tacamochito - Tacamocho",9.46519,-74.81293,"Cordoba"
"Via Tacamochito - Tacamocho",9.46938,-74.80754,"Cordoba"
"Via Pueblo Nuevo",9.44005,-74.94337,"San Pedro"
"Via Pueblo Nuevo",9.44745,-74.93981,"San Pedro"
"Via Pueblo Nuevo",9.44723,-74.9318,"Cordoba"
"Via Pueblo Nuevo",9.4438,-74.92464,"Buenavista"
"Via Pueblo Nuevo",9.440615,-74.915845,"Buenavista"
"Via Pueblo Nuevo",9.44012,-74.90946,"Cordoba"
"Via Loma Los Mayales - Pueblo Nuevo",9.42066,-74.935245,"Buenavista"
"Via Loma Los Mayales - Pueblo Nuevo",9.42318,-74.92781,"Buenavista"
"Via Loma Los Mayales - Pueblo Nuevo",9.429455,-74.921095,"Buenavista"
"Via Loma Los Mayales - Pueblo Nuevo",9.43497,-74.91329,"Buenavista"
"Kilometro 1 Henequen - La Ventura",9.26358,-74.83705,"Magangue"
"Kilometro 2 Henequen - La Ventura",9.258245,-74.84341,"Magangue"
"Kilometro 3 Henequen - La Ventura",9.25047,-74.84608,"Magangue"
"Kilometro 4 Henequen - La Ventura",9.2415,-74.851595,"Magangue"
"Kilometro 4 La Ventura - Henequen",9.235,-74.8555,"Magangue"
"Kilometro 3 La Ventura - Henequen",9.22952,-74.86024,"Magangue"
"Kilometro 2 La Ventura - Henequen",9.228795,-74.87124,"Magangue"
"Kilometro 1 La Ventura - Henequen",9.22598,-74.8759,"Magangue"
"Via Tierragrata - La Ventura",9.20523,-74.8962,"Magangue"
"Via Tierragrata - La Ventura",9.215535,-74.89599,"Magangue"
"Via Tierragrata - La Ventura",9.2193,-74.887425,"Magangue"
"Via Tierragrata",9.214622,-74.901489,"Magangue"
"Via Tierragrata",9.215159,-74.910628,"Buenavista"
"Via Tierragrata",9.213656,-74.919006,"Since"
"Via Tierragrata",9.220208,-74.922597,"Buenavista"
"Via El Uano - Bravo",9.23156,-74.82684,"Magangue"
"Via El Uano - Bravo",9.22227,-74.82704,"Magangue"
"Via El Uano - Bravo",9.21264,-74.82646,"Magangue"
"Via El Uano - Bravo",9.2051,-74.82859,"Magangue"
"Via El Uano - Bravo",9.19794,-74.83007,"Magangue"
"Via El Uano - Bravo",9.192904,-74.834244,"Magangue"
"Via Barranco De Yuca",9.18699,-74.84035,"Magangue"
"Via Barranco De Yuca",9.18124,-74.846,"Magangue"
"Kilometro 1 La Ploranza - Sitioviejo",9.13191,-75.52423,"San Andres De Sotavento"
"Kilometro 2 La Ploranza - Sitioviejo",9.13097,-75.53099,"San Andres De Sotavento"
"Kilometro 3 La Ploranza - Sitioviejo",9.12747,-75.53972,"San Andres De Sotavento"
"Kilometro 4 La Ploranza - Sitioviejo",9.12651,-75.54442,"San Andres De Sotavento"
"Kilometro 5 La Ploranza - Sitioviejo",9.121805,-75.55621,"San Andres De Sotavento"
"Kilometro 6 La Ploranza - Sitioviejo",9.11885,-75.564425,"San Andres De Sotavento"
"Kilometro 6 Sitioviejo - La Ploranza",9.11194,-75.57379,"San Andres De Sotavento"
"Kilometro 5 Sitioviejo - La Ploranza",9.108685,-75.58124,"Chima"
"Kilometro 4 Sitioviejo - La Ploranza",9.10376,-75.58905,"Chima"
"Kilometro 3 Sitioviejo - La Ploranza",9.10646,-75.59503,"Chima"
"Kilometro 2 Sitioviejo - La Ploranza",9.108525,-75.603855,"Chima"
"Kilometro 1 Sitioviejo - La Ploranza",9.104353,-75.613257,"Chima"
"Kilometro 1 La Cruz Del Guayabo - Si Dios quiere",9.10795,-75.570811,"San Andres De Sotavento"
"Kilometro 2 La Cruz Del Guayabo - Si Dios quiere",9.103806,-75.563074,"San Andres De Sotavento"
"Kilometro 3 La Cruz Del Guayabo - Si Dios quiere",9.101032,-75.555338,"San Andres De Sotavento"
"Kilometro 4 La Cruz Del Guayabo - Si Dios quiere",9.098599,-75.553721,"San Andres De Sotavento"
"Kilometro 5 La Cruz Del Guayabo - Si Dios quiere",9.093961,-75.561689,"San Andres De Sotavento"
"Kilometro 6 La Cruz Del Guayabo - Si Dios quiere",9.088564,-75.568271,"San Andres De Sotavento"
"Kilometro 6 Si Dios quiere - La Cruz Del Guayabo",9.086093,-75.575738,"San Andres De Sotavento"
"Kilometro 5 Si Dios quiere - La Cruz Del Guayabo",9.080962,-75.582128,"San Andres De Sotavento"
"Kilometro 4 Si Dios quiere - La Cruz Del Guayabo",9.08005,-75.574583,"San Andres De Sotavento"
"Kilometro 3 Si Dios quiere - La Cruz Del Guayabo",9.080582,-75.565191,"San Andres De Sotavento"
"Kilometro 2 Si Dios quiere - La Cruz Del Guayabo",9.075685,-75.55934,"San Andres De Sotavento"
"Kilometro 1 Si Dios quiere - La Cruz Del Guayabo",9.07057,-75.55841,"San Andres De Sotavento"
"Kilometro 1 Si Dios Quiere - Punta De Yanez",9.06153,-75.56871,"San Andres De Sotavento"
"Kilometro 2 Si Dios Quiere - Punta De Yanez",9.057725,-75.572585,"San Andres De Sotavento"
"Kilometro 3 Si Dios Quiere - Punta De Yanez",9.05561,-75.57981,"San Andres De Sotavento"
"Kilometro 4 Si Dios Quiere - Punta De Yanez",9.04835,-75.58486,"San Andres De Sotavento"
"Kilometro 5 Si Dios Quiere - Punta De Yanez",9.03847,-75.58956,"Cienaga De Oro"
"Kilometro 4 Punta De Yanez - Si Dios Quiere",9.0308,-75.59619,"Cienaga De Oro"
"Kilometro 3 Punta De Yanez - Si Dios Quiere",9.02412,-75.600055,"Cienaga De Oro"
"Kilometro 2 Punta De Yanez - Si Dios Quiere",9.01679,-75.60765,"Cienaga De Oro"
"Kilometro 1 Punta De Yanez - Si Dios Quiere",9.016785,-75.60984,"Cienaga De Oro"
"Kilometro 1 Norosi - Tiquisio",8.529585,-74.041485,"Rio Viejo"
"Kilometro 2 Norosi - Tiquisio",8.539725,-74.04086,"Rio Viejo"
"Kilometro 3 Norosi - Tiquisio",8.54708,-74.04532,"Rio Viejo"
"Kilometro 4 Norosi - Tiquisio",8.545445,-74.05122,"Rio Viejo"
"Kilometro 5 Norosi - Tiquisio",8.54511,-74.06077,"Rio Viejo"
"Kilometro 6 Norosi - Tiquisio",8.54805,-74.06607,"Rio Viejo"
"Kilometro 7 Norosi - Tiquisio",8.55101,-74.07524,"Rio Viejo"
"Kilometro 8 Norosi - Tiquisio",8.55625,-74.0773,"Rio Viejo"
"Kilometro 9 Norosi - Tiquisio",8.553285,-74.08489,"Rio Viejo"
"Kilometro 10 Norosi - Tiquisio",8.5481,-74.090595,"Rio Viejo"
"Kilometro 11 Norosi - Tiquisio",8.542805,-74.10236,"Rio Viejo"
"Kilometro 12 Norosi - Tiquisio",8.542075,-74.104805,"Rio Viejo"
"Kilometro 13 Norosi - Tiquisio",8.540785,-74.115155,"Rio Viejo"
"Kilometro 14 Norosi - Tiquisio",8.539435,-74.12581,"Rio Viejo"
"Kilometro 15 Norosi - Tiquisio",8.53887,-74.12841,"Rio Viejo"
"Kilometro 16 Norosi - Tiquisio",8.538845,-74.14155,"Rio Viejo"
"Kilometro 15 Tiquisio - Norosi",8.5402,-74.14974,"Rio Viejo"
"Kilometro 14 Tiquisio - Norosi",8.54432,-74.15561,"Rio Viejo"
"Kilometro 13 Tiquisio - Norosi",8.553395,-74.16082,"Rio Viejo"
"Kilometro 12 Tiquisio - Norosi",8.55052,-74.16712,"Tiquisio"
"Kilometro 11 Tiquisio - Norosi",8.549925,-74.17529,"Tiquisio"
"Kilometro 10 Tiquisio - Norosi",8.5517,-74.18445,"Tiquisio"
"Kilometro 9 Tiquisio - Norosi",8.55181,-74.18907,"Tiquisio"
"Kilometro 8 Tiquisio - Norosi",8.5549,-74.19984,"Tiquisio"
"Kilometro 7 Tiquisio - Norosi",8.555605,-74.20932,"Tiquisio"
"Kilometro 6 Tiquisio - Norosi",8.55612,-74.21705,"Tiquisio"
"Kilometro 5 Tiquisio - Norosi",8.553699,-74.226428,"Tiquisio"
"Kilometro 4 Tiquisio - Norosi",8.55117,-74.236405,"Tiquisio"
"Kilometro 3 Tiquisio - Norosi",8.55043,-74.24404,"Tiquisio"
"Kilometro 2 Tiquisio - Norosi",8.55448,-74.25201,"Tiquisio"
"Kilometro 1 Tiquisio - Norosi",8.55296,-74.26005,"Tiquisio"
"Via Tiquisio",8.54921,-74.263525,"Tiquisio"
"Via Tiquisio",8.5464,-74.26586,"Tiquisio"
"Via Tiquisio",8.53998,-74.26087,"Tiquisio"
"Via Tiquisio",8.53294,-74.2628,"Tiquisio"
"Via Tiquisio",8.52669,-74.257925,"Tiquisio"
"Via Tiquisio",8.52058,-74.26121,"Tiquisio"
"Via Tiquisio",8.51661,-74.26786,"Tiquisio"
"Kilometro 1 Arenal - Norosi",8.45831,-73.94728,"Arenal"
"Kilometro 2 Arenal - Norosi",8.45975,-73.95801,"Arenal"
"Kilometro 3 Arenal - Norosi",8.46385,-73.96366,"Arenal"
"Kilometro 4 Arenal - Norosi",8.471175,-73.972955,"Arenal"
"Kilometro 5 Arenal - Norosi",8.47544,-73.97853,"Rio Viejo"
"Kilometro 6 Arenal - Norosi",8.481605,-73.983105,"Rio Viejo"
"Kilometro 7 Arenal - Norosi",8.4899,-73.98413,"Rio Viejo"
"Kilometro 8 Arenal - Norosi",8.49868,-73.98687,"Rio Viejo"
"Kilometro 8 Norosi - Arenal",8.503405,-73.988825,"Rio Viejo"
"Kilometro 7 Norosi - Arenal",8.50877,-73.99746,"Rio Viejo"
"Kilometro 6 Norosi - Arenal",8.51812,-73.99929,"Rio Viejo"
"Kilometro 5 Norosi - Arenal",8.519395,-74.00378,"Rio Viejo"
"Kilometro 4 Norosi - Arenal",8.51767,-74.015,"Rio Viejo"
"Kilometro 3 Norosi - Arenal",8.51865,-74.021655,"Rio Viejo"
"Kilometro 2 Norosi - Arenal",8.52763,-74.02498,"Rio Viejo"
"Kilometro 1 Norosi - Arenal",8.52565,-74.03487,"Rio Viejo"
"Kilometro 1 Puerto Mosquito - Marquez",8.18665,-73.751025,"Gamarra"
"Kilometro 2 Puerto Mosquito - Marquez",8.17976,-73.7481,"Aguachica"
"Kilometro 3 Puerto Mosquito - Marquez",8.17413,-73.75041,"Gamarra"
"Kilometro 4 Puerto Mosquito - Marquez",8.16119,-73.749385,"Aguachica"
"Kilometro 5 Puerto Mosquito - Marquez",8.1549,-73.74671,"Aguachica"
"Kilometro 6 Puerto Mosquito - Marquez",8.147265,-73.74095,"Aguachica"
"Kilometro 7 Puerto Mosquito - Marquez",8.13724,-73.73487,"Aguachica"
"Kilometro 8 Puerto Mosquito - Marquez",8.132125,-73.734995,"Aguachica"
"Kilometro 9 Puerto Mosquito - Marquez",8.12187,-73.72933,"Aguachica"
"Kilometro 10 Puerto Mosquito - Marquez",8.11975,-73.72418,"Aguachica"
"Kilometro 11 Puerto Mosquito - Marquez",8.11883,-73.71607,"Aguachica"
"Kilometro 12 Puerto Mosquito - Marquez",8.11511,-73.703975,"Aguachica"
"Kilometro 13 Puerto Mosquito - Marquez",8.109,-73.69745,"Aguachica"
"Kilometro 14 Puerto Mosquito - Marquez",8.10448,-73.69075,"Aguachica"
"Kilometro 14 Marquez - Puerto Mosquito",8.103605,-73.68152,"Aguachica"
"Kilometro 13 Marquez - Puerto Mosquito",8.10525,-73.67028,"Aguachica"
"Kilometro 12 Marquez - Puerto Mosquito",8.10647,-73.66394,"Aguachica"
"Kilometro 11 Marquez - Puerto Mosquito",8.11076,-73.65355,"Aguachica"
"Kilometro 10 Marquez - Puerto Mosquito",8.111158,-73.646078,"Aguachica"
"Kilometro 9 Marquez - Puerto Mosquito",8.11109,-73.639,"Aguachica"
"Kilometro 8 Marquez - Puerto Mosquito",8.11036,-73.63014,"Aguachica"
"Kilometro 7 Marquez - Puerto Mosquito",8.110625,-73.62073,"Aguachica"
"Kilometro 6 Marquez - Puerto Mosquito",8.1077,-73.60857,"Aguachica"
"Kilometro 5 Marquez - Puerto Mosquito",8.107715,-73.603495,"Aguachica"
"Kilometro 4 Marquez - Puerto Mosquito",8.11244,-73.597535,"Aguachica"
"Kilometro 3 Marquez - Puerto Mosquito",8.11508,-73.5869,"Aguachica"
"Kilometro 2 Marquez - Puerto Mosquito",8.11737,-73.5795,"Aguachica"
"Kilometro 1 Marquez - Puerto Mosquito",8.11042,-73.5701,"Aguachica"
"Kilometro 1 Caño La Pola - San Jose De Las Americas",8.045,-73.58332,"San Martin"
"Kilometro 2 Caño La Pola - San Jose De Las Americas",8.039215,-73.583585,"San Martin"
"Kilometro 3 Caño La Pola - San Jose De Las Americas",8.032205,-73.582425,"San Martin"
"Kilometro 4 Caño La Pola - San Jose De Las Americas",8.02656,-73.57913,"San Martin"
"Kilometro 5 Caño La Pola - San Jose De Las Americas",8.02189,-73.56748,"San Martin"
"Kilometro 6 Caño La Pola - San Jose De Las Americas",8.01755,-73.56559,"San Martin"
"Kilometro 7 Caño La Pola - San Jose De Las Americas",8.0038,-73.56735,"San Martin"
"Kilometro 8 Caño La Pola - San Jose De Las Americas",7.996441,-73.568598,"San Martin"
"Kilometro 9 Caño La Pola - San Jose De Las Americas",7.987494,-73.569522,"San Martin"
"Kilometro 10 Caño La Pola - San Jose De Las Americas",7.97959,-73.57038,"San Martin"
"Kilometro 11 Caño La Pola - San Jose De Las Americas",7.9703,-73.57149,"San Martin"
"Kilometro 10 San Jose De Las Americas - Caño La Pola",7.95869,-73.57175,"San Martin"
"Kilometro 9 San Jose De Las Americas - Caño La Pola",7.94792,-73.57138,"San Martin"
"Kilometro 8 San Jose De Las Americas - Caño La Pola",7.94097,-73.5716,"San Martin"
"Kilometro 7 San Jose De Las Americas - Caño La Pola",7.93419,-73.57059,"San Martin"
"Kilometro 6 San Jose De Las Americas - Caño La Pola",7.92597,-73.56353,"San Martin"
"Kilometro 5 San Jose De Las Americas - Caño La Pola",7.91878,-73.5615,"San Martin"
"Kilometro 4 San Jose De Las Americas - Caño La Pola",7.91792,-73.55506,"San Martin"
"Via San Martin",7.981845,-73.566452,"San Martin"
"Via San Martin",7.986356,-73.558596,"San Martin"
"Via San Martin",7.99251,-73.54759,"San Martin"
"Via San Martin",7.995859,-73.54244,"San Martin"
"Via San Martin",7.996249,-73.534515,"San Martin"
"Via San Martin",7.999154,-73.527393,"San Martin"
"Kilometro 2 Caño Pola - Los Mangos",8.03607,-73.584813,"San Martin"
"Kilometro 3 Caño Pola - Los Mangos",8.0291,-73.583528,"San Martin"
"Kilometro 4 Caño Pola - Los Mangos",8.021249,-73.58249,"San Martin"
"Kilometro 5 Caño Pola - Los Mangos",8.019754,-73.593499,"San Martin"
"Kilometro 6 Caño Pola - Los Mangos",8.015526,-73.600437,"San Martin"
"Kilometro 7 Caño Pola - Los Mangos",8.008001,-73.601379,"San Martin"
"Kilometro 7 Los Mangos - Caño Pola",7.999209,-73.601155,"San Martin"
"Kilometro 6 Los Mangos - Caño Pola",7.989393,-73.604319,"San Martin"
"Kilometro 5 Los Mangos - Caño Pola",7.984615,-73.608276,"San Martin"
"Kilometro 4 Los Mangos - Caño Pola",7.9816,-73.616502,"San Martin"
"Kilometro 3 Los Mangos - Caño Pola",7.977513,-73.623949,"San Martin"
"Kilometro 2 Los Mangos - Caño Pola",7.974302,-73.631625,"San Martin"
"Kilometro 1 Los Mangos - Caño Pola",7.971874,-73.639811,"San Martin"
"Via Los Mangos",7.977461,-73.645584,"San Martin"
"Via Los Mangos",7.977044,-73.653171,"San Martin"
"Via Los Mangos",7.977435,-73.660249,"San Martin"
"Via La Ezperanza",8.015,-73.583904,"San Martin"
"Via La Ezperanza",8.008355,-73.582661,"San Martin"
"Via Campo De Aterrizaje",7.983953,-73.573006,"San Martin"
"Via Campo De Aterrizaje",7.988262,-73.580349,"San Martin"
"Via Campo De Aterrizaje",7.998306,-73.579229,"San Martin"
"Via Villa Oliva",7.961744,-73.579325,"San Martin"
"Via Villa Oliva",7.959462,-73.585468,"San Martin"
"Via Villa Oliva",7.960983,-73.592378,"San Martin"
"Kilometro 1 Buenos Aires - Torcoroma",7.92028,-73.64999,"San Martin"
"Kilometro 2 Buenos Aires - Torcoroma",7.92005,-73.644025,"San Martin"
"Kilometro 3 Buenos Aires - Torcoroma",7.920982,-73.632997,"San Martin"
"Kilometro 4 Buenos Aires - Torcoroma",7.92187,-73.62713,"San Martin"
"Kilometro 5 Torcoroma - Buenos Aires",7.92303,-73.61544,"San Martin"
"Kilometro 4 Torcoroma - Buenos Aires",7.925755,-73.60623,"San Martin"
"Kilometro 3 Torcoroma - Buenos Aires",7.93251,-73.59819,"San Martin"
"Kilometro 2 Torcoroma - Buenos Aires",7.93402,-73.59085,"San Martin"
"Kilometro 1 Torcoroma - Buenos Aires",7.93865,-73.58349,"San Martin"
"Via Torcoroma",7.9317,-73.57838,"San Martin"
"Via Torcoroma",7.933283,-73.572279,"San Martin"
"Via Torcoroma",7.94144,-73.57973,"San Martin"
"Via Torcoroma",7.941859,-73.573548,"San Martin"
"Via Aguas Blancas",7.840818,-73.555383,"San Martin"
"Via Aguas Blancas",7.835055,-73.556925,"San Martin"
"Via Aguas Blancas",7.826665,-73.556045,"San Martin"
"Via Aguas Blancas",7.82033,-73.55111,"San Alberto"
"Via Aguas Blancas",7.80806,-73.54724,"San Alberto"
"Via Aguas Blancas",7.802609,-73.545772,"San Alberto"
"Via Aguas Blancas",7.79454,-73.5436,"San Alberto"
"Kilometro 29 Nechi - Campo Alegre",8.051519,-74.977482,"Caucasia"
"Kilometro 30 Nechi - Campo Alegre",8.05252,-74.971284,"Caucasia"
"Kilometro 31 Nechi - Campo Alegre",8.058282,-74.96926,"Caucasia"
"Kilometro 32 Nechi - Campo Alegre",8.067676,-74.965339,"Caucasia"
"Kilometro 31 Campo Alegre - Nechi",8.074001,-74.957559,"Caucasia"
"Kilometro 30 Campo Alegre - Nechi",8.078009,-74.952372,"Caucasia"
"Kilometro 29 Campo Alegre - Nechi",8.075943,-74.941684,"Caucasia"
"Kilometro 28 Campo Alegre - Nechi",8.074377,-74.932575,"Caucasia"
"Kilometro 27 Campo Alegre - Nechi",8.073249,-74.923721,"Caucasia"
"Kilometro 26 Campo Alegre - Nechi",8.077007,-74.916194,"Nechi"
"Kilometro 25 Campo Alegre - Nechi",8.080263,-74.90892,"Nechi"
"Kilometro 24 Campo Alegre - Nechi",8.07707,-74.899939,"Nechi"
"Kilometro 23 Campo Alegre - Nechi",8.072435,-74.894374,"Nechi"
"Kilometro 22 Campo Alegre - Nechi",8.072874,-74.886531,"Nechi"
"Kilometro 21 Campo Alegre - Nechi",8.068553,-74.879067,"Nechi"
"Kilometro 1 La Punta - La Argel",8.35407,-72.48326,"Cucuta"
"Kilometro 2 La Punta - La Argel",8.35051,-72.47752,"Cucuta"
"Kilometro 3 La Punta - La Argel",8.34133,-72.48246,"Cucuta"
"Kilometro 4 La Punta - La Argel",8.33317,-72.48383,"Cucuta"
"Kilometro 5 La Punta - La Argel",8.323545,-72.485375,"Cucuta"
"Kilometro 6 La Punta - La Argel",8.31335,-72.487,"Cucuta"
"Kilometro 5 La Argel - La Punta",8.308145,-72.493705,"Cucuta"
"Kilometro 4 La Argel - La Punta",8.30167,-72.494865,"Cucuta"
"Kilometro 3 La Argel - La Punta",8.28837,-72.49728,"Cucuta"
"Kilometro 2 La Argel - La Punta",8.28164,-72.503325,"Cucuta"
"Kilometro 1 La Argel - La Punta",8.27663,-72.50831,"Cucuta"
"Kilometro 1 La Argel - Agua Lasal",8.27354,-72.51172,"Cucuta"
"Kilometro 2 La Argel - Agua Lasal",8.267065,-72.518725,"Cucuta"
"Kilometro 3 La Argel - Agua Lasal",8.25818,-72.52234,"Cucuta"
"Kilometro 4 La Argel - Agua Lasal",8.24582,-72.52646,"Cucuta"
"Kilometro 5 La Argel - Agua Lasal",8.24241,-72.53414,"Cucuta"
"Kilometro 4 Agua Lasal - La Argel",8.23955,-72.537,"Cucuta"
"Kilometro 3 Agua Lasal - La Argel",8.22879,-72.54113,"Cucuta"
"Kilometro 2 Agua Lasal - La Argel",8.22095,-72.54415,"Cucuta"
"Kilometro 1 Agua Lasal - La Argel",8.21095,-72.5502,"Cucuta"
"Kilometro 1 Agua Lasal - El Astillero",8.20496,-72.55007,"El Zulia"
"Kilometro 2 Agua Lasal - El Astillero",8.19459,-72.549605,"El Zulia"
"Kilometro 3 Agua Lasal - El Astillero",8.18447,-72.55088,"El Zulia"
"Kilometro 4 Agua Lasal - El Astillero",8.17653,-72.55348,"El Zulia"
" Kilometro 4 El Astillero - Agua Lasal",8.169159,-72.557068,"El Zulia"
" Kilometro 3 El Astillero - Agua Lasal",8.161057,-72.561012,"El Zulia"
" Kilometro 2 El Astillero - Agua Lasal",8.15613,-72.56341,"El Zulia"
" Kilometro 1 El Astillero - Agua Lasal",8.14853,-72.56607,"El Zulia"
"Via La Argel",8.27297,-72.505945,"Cucuta"
